Name5,FoodStoreCat5,LatinName5,HardinessUSDA,EdibilityRating5,MedicinalRating5,OtherUsesRating5
Blue Spruce. Colorado Spruce,Other,Picea pungens,4-8,2,0,
Purple-Coned Spruce,Other,Picea purpurea,4-8,2,0,
Red Spruce,Other,Picea rubens,4-8,2,1,
Sitka Spruce,Other,Picea sitchensis,4-9,2,2,
Morinda Spruce,Other,Picea smithiana,4-8,2,0,
Nigaki,Other,Picrasma quassioides,5-9,1,2,
Bristly Ox-Tongue,Other,Picris echioides,3-9,2,0,
Hawkweed Ox-Tongue,Other,Picris hieracioides,3-8,2,1,0
Lily Of The Valley Bush. Japanese pieris. Japanese Andromeda. Lily of the Valley Shrub. Japanese Pie,Other,Pieris japonica,5-9,0,0,
Mouse-Ear Hawkweed,Other,Pilosella officinarum,3-7,0,3,
Greater Burnet Saxifrage. Hollowstem burnet saxifrage,Other,Pimpinella major,6-9,1,2,
Burnet Saxifrage. Solidstem burnet saxifrage,Other,Pimpinella saxifraga,5-9,2,2,
Hu Zhang,Other,Pinellia pedatisecta,4-8,0,2,
Ban Xia. Crowdipper,Other,Pinellia ternata,4-8,1,3,
Butterwort. Common butterwort,Other,Pinguicula vulgaris,5-9,1,2,
White-Bark Pine,Other,Pinus albicaulis,5-9,4,2,3
Bristle-Cone Pine,Other,Pinus aristata,5-9,2,2,2
Chinese White Pine. Armand pine,Other,Pinus armandii,6-9,4,2,2
Mexican White Pine,Other,Pinus ayacahuite,5-9,2,2,
Jack Pine,Other,Pinus banksiana,5-9,2,2,
Lace-Bark Pine. Bunge's pine,Other,Pinus bungeana,5-9,3,2,
Swiss Stone Pine. Swiss Pine. Arolla Pine,Other,Pinus cembra,3-7,4,2,3
Siberian Pine,Other,Pinus cembra sibirica,3-7,4,2,3
Mexican Pine Nut. Pinyon Pine,Nuts,Pinus cembroides,4-8,4,2,4
Beach Pine. Lodgepole pine. Bolander beach pine. Beach pine. Sierra lodgepole pine. Yukon pine. Shor,Other,Pinus contorta,3-7,3,2,
Lodgepole Pine,Other,Pinus contorta latifolia,4-8,0,0,
Cerro Potosi Pinyon,Other,Pinus culminicola,4-8,2,2,
Japanese Red Pine,Other,Pinus densiflora,4-8,2,2,
Short-Leaf Pine,Other,Pinus echinata,4-8,2,2,
Rocky Mountain Pi non. Twoneedle pinyon. Nut Pine. Pinyon Pine. Rocky Mountain Pinyon Pine. Singlelea,Nuts,Pinus edulis,6-9,4,2,3
Limber Pine. Rocky Mountain White Pine,Other,Pinus flexilis,5-9,3,2,3
Chilghoza Pine,Other,Pinus gerardiana,6-10,3,2,3
Jeffrey Pine,Other,Pinus jeffreyi,5-9,3,2,3
Korean Nut Pine. Chinese pinenut,Nuts,Pinus koraiensis,5-9,4,2,3
Sugar Pine,Other,Pinus lambertiana,5-9,3,2,
Chinese Red Pine,Other,Pinus massoniana,4-8,2,2,
Single Leaf Pi non. Single Leaf PinyonPine. Stone Pine. Pine Pinyon,Other,Pinus monophylla,3-8,4,2,5
Western White Pine,Other,Pinus monticola,6-9,2,2,
Dwarf Mountain Pine. Mugo pine. Mountain Pine,Other,Pinus mugo,5-9,1,2,
Austrian Pine. Black Pine,Other,Pinus nigra,4-8,1,2,
Corsican Pine,Other,Pinus nigra laricio,6-9,1,2,0
Japanese White Pine. Five-needle pine,Other,Pinus parviflora,4-8,4,2,
Ponderosa Pine. Washoe pine,Other,Pinus ponderosa,3-10,3,2,
Dwarf Siberian Pine,Other,Pinus pumila,4-7,3,2,3
Prickle Pine. Table Mountain pine,Other,Pinus pungens,4-10,1,2,
Parry Pi non. Parry's Pinyon Pine. Four-leaved Pinyon,Other,Pinus quadrifolia,4-9,4,2,
Monterey Pine,Other,Pinus radiata,6-9,1,2,3
Red Pine,Other,Pinus resinosa,3-8,1,2,
Northern Pitch Pine. Pitch pine,Other,Pinus rigida,5-9,1,2,
White Pine. Eastern white pine,Other,Pinus strobus,6-10,2,3,
Scot's Pine. Scotch Pine,Other,Pinus sylvestris,5-9,2,3,5
Chinese Red Pine. Southern Chinese pine,Other,Pinus tabuliformis,4-7,1,2,
Loblolly Pine,Other,Pinus taeda,4-9,1,2,0
Japanese Black Pine,Other,Pinus thunbergii,5-8,2,2,
Scrub Pine. Virginia pine. Jersey Pine.,Other,Pinus virginiana,4-8,2,2,
Himalayan Blue Pine. Bhutan pine. Himalayan Pine,Other,Pinus wallichiana,4-8,2,2,
Betoum. Mt. Atlas mastic tree. Mount Atlas Mastic,Other,Pistacia atlantica,5-9,2,1,
Chinese Pistache. Chinese Pistachio,Other,Pistacia chinensis,4-8,2,1,
Che Qian Zi,Other,Plantago asiatica,5-8,1,3,2
Buck's-Horn Plantain,Other,Plantago coronopus,6-9,3,2,2
Ribwort Plantain. Narrowleaf plantain,Other,Plantago lanceolata,6-9,2,3,3
Common Plantain. Cart Track Plant.White Man's Foot .Plantain,Other,Plantago major,5-9,2,3,3
Sea Plantain. Goose tongue. California goose tongue,Other,Plantago maritima,5-9,3,2,2
Hoary Plantain,Other,Plantago media,5-9,2,2,2
Butterfly Orchid,Other,Platanthera bifolia,6-9,2,1,
Buttonwood. American sycamore. American Planetree. Sycamore. American Sycamore,Other,Platanus occidentalis,4-8,1,2,
Oriental Plane. Oriental planetree,Other,Platanus orientalis,6-9,0,2,
Balloon Flower,Other,Platycodon grandiflorus,6-9,2,3,
Hinds' cane-bamboo,Other,Pleioblastus hindsii,3-7,3,0,0
Medake. Simon bamboo,Other,Pleioblastus simonii,3-7,3,0,4
Plumbago,Other,Plumbago europaea,3-8,0,2,
Annual Meadow Grass. Annual bluegrass. Low Spear Grass. Meadow Grass. Six Week Grass. Annual Blue,Other,Poa annua,2-7,0,0,0
Kentucky Blue Grass. Spreading bluegrass,Other,Poa pratensis,5-9,1,0,0
Tasmanian Podocarp,Other,Podocarpus alpinus,4-8,2,0,
Chilean Podocarp,Other,Podocarpus nubigenus,4-8,2,0,
Himalayan May Apple,Other,Podophyllum hexandrum,3-8,2,4,
American Mandrake. Mayapple. Ground Lemon. Mandrake. Mayapple,Other,Podophyllum peltatum,4-8,2,4,2
Abcess Root. Greek valerian,Other,Polemonium reptans,4-7,0,2,
Bitter Milkwort,Other,Polygala amara,5-9,0,1,
Yuan Zhi,Other,Polygala tenuifolia,5-9,1,3,
Milkwort. Common milkwort,Other,Polygala vulgaris,4-8,1,2,
Small Solomon's Seal,Other,Polygonatum biflorum,4-8,2,1,2
King Solomon's Seal. Smooth Solomon's seal,Other,Polygonatum commutatum,4-8,2,1,
Solomon's Seal. Eurasian Solomon's seal,Other,Polygonatum multiflorum,4-8,2,3,
Solomon's Seal,Other,Polygonatum odoratum,3-8,2,3,
Hairy Solomon's Seal,Other,Polygonatum pubescens,4-8,2,1,
Huang Jing,Other,Polygonatum sibiricum,4-8,2,2,
Whorled Solomon's Seal,Other,Polygonatum verticillatum,5-9,2,0,
Alpine Knotweed. Alaska wild rhubarb,Other,Polygonum alpinum,3-7,2,1,
Willow Grass. Water knotweed. Longroot smartweed. Water smartweed,Other,Polygonum amphibium,3-7,1,2,0
Small-Leaved Knotweed. Oval-leaf knotweed,Other,Polygonum arenastrum,3-9,2,3,0
Knotweed. Prostrate knotweed,Other,Polygonum aviculare,3-7,2,3,0
Bistort. Meadow bistort. Snakeweed,Other,Polygonum bistorta,3-7,3,3,2
American Bistort,Other,Polygonum bistortoides,4-8,3,1,
Water Smartweed,Other,Polygonum coccineum,4-10,1,0,
Japanese Knotweed. Mexican Bamboo. Japanese Knotweed,Other,Polygonum japonicum,5-9,3,3,0
Curlytop Knotweed,Other,Polygonum lapathifolium,4-8,1,1,0
He Shou Wu. Tuber fleeceflower,Other,Polygonum multiflorum,4-8,2,3,
Red Leg. Spotted ladysthumb,Other,Polygonum persicaria,4-8,1,2,0
Himalayan Knotweed. Cultivated knotweed,Other,Polygonum polystachyum,4-8,2,0,0
Giant Knotweed,Other,Polygonum sachalinense,4-8,2,0,0
Jumpseed. Fleece Flower. Smartweed. Knotweed,Other,Polygonum virginianum,5-9,1,1,
Alpine Bistort,Other,Polygonum viviparum,3-8,3,1,
Licorice Fern,Other,Polypodium glycyrrhiza,3-7,1,2,
Polypody. Adders Fern. Golden Maidenhair Fern. Wall Fern. Common Polypod Fern,Other,Polypodium vulgare,3-7,2,3,3
Christmas Fern,Other,Polystichum acrostichoides,4-8,1,2,
Hard Shield Fern,Other,Polystichum aculeatum,3-7,1,0,
Giant Holly Fern. Western swordfern,Other,Polystichum munitum,4-8,1,2,
Nuttall's prairie parsley,Herbs,Polytaenia nuttallii,3-8,1,0,2
Common haircap. Great golden maidenhair.,Other,Polytrichum commune,4-8,0,1,3
Bitter Orange. Hardy orange. Trifoliat Orange. Japanese Hardy Orange,Other,Poncirus trifoliata,4-8,3,2,3
Pickerel Weed,Other,Pontederia cordata,3-10,3,1,0
Tacatricho 32,Other,Populus 'Balsam Spire',4-8,0,3,2
White Poplar,Other,Populus alba,6-9,1,2,3
Narrowleaf Cottonwood,Other,Populus angustifolia,5-9,1,2,2
Eastern Cottonwood. Plains cottonwood. Rio Grande cottonwood. Necklace Poplar,Other,Populus deltoides,4-8,2,2,4
Cottonwood. Fremont cottonwood. Fremont Poplar. Western Cottonwood,Other,Populus fremontii,6-12,1,2,3
Hybrid poplar,Other,Populus hybrids,6-9,3,3,4
Doronoki. Japanese poplar,Other,Populus maximowiczii,3-7,0,1,2
Black Poplar. Lombardy poplar,Other,Populus nigra,4-8,1,3,4
Japanese Aspen,Other,Populus sieboldii,5-9,1,1,2
Western Balsam Poplar. Black cottonwood,Other,Populus trichocarpa,5-9,1,3,4
Canadian Poplar. Carolina Poplar,Other,Populus x canadensis,4-8,0,1,3
Grey Poplar,Other,Populus x canescens,2-7,0,1,2
Green Purslane. Little hogweed,Other,Portulaca oleracea,5-9,4,3,2
Silverweed,Other,Potentilla anserina,6-9,3,3,2
Pacific Silverweed,Other,Potentilla egedei,4-8,2,1,
Tormentil. Erect cinquefoil,Other,Potentilla erecta,3-7,1,3,
Shrubby Cinquefoil. Potentilla,Other,Potentilla fruticosa,4-8,1,1,
Gland Cinquefoil. Sticky cinquefoil. Arizona cinquefoil. Ashland cinquefoil. Ewan's cinquefoil. Hans,Other,Potentilla glandulosa,4-8,1,1,
Woolly Cinquefoil,Other,Potentilla hippiana,4-8,0,1,
Nepal Cinquefoil. Cinquefoil,Other,Potentilla nepalensis,6-9,2,1,
Norwegian Cinquefoil,Other,Potentilla norvegica,6-9,0,1,
Marsh Cinquefoil,Other,Potentilla palustris,6-9,1,1,
Rough-Fruited Cinquefoil. Erect cinquefoil,Fruit,Potentilla recta,4-8,2,1,0
Cinquefoil. Creeping cinquefoil,Other,Potentilla reptans,5-9,1,2,0
Rock Cinquefoil,Other,Potentilla rupestris,4-8,1,0,
Old Field Cinquefoil. Common cinquefoil,Other,Potentilla simplex,5-9,0,1,0
Rattlesnake Root,Other,Prenanthes altissimus,4-8,0,1,
Drumstick Primula,Other,Primula denticulata,4-8,2,0,
Oxlip,Other,Primula elatior,5-9,2,2,
Parry's primrose,Other,Primula parryi,4-8,0,0,
Cowslip. Cowslip primrose,Other,Primula veris,4-8,3,3,
Primrose. Common Primrose. English Primrose,Other,Primula vulgaris,4-8,3,3,3
Cherry prinsepia,Other,Prinsepia sinensis,6-9,2,0,
Rui Ren,Other,Prinsepia uniflora,5-9,2,0,
Cherry prinsepia,Other,Prinsepia utilis,6-9,4,2,4
Self-Heal. Common selfheal. Aleutian selfheal. Lance selfheal,Other,Prunella vulgaris,5-9,2,3,0
Allegheny Plum. Davis' plum,Other,Prunus alleghaniensis,5-9,3,1,2
American Plum. American Wild Plum. Wild Plum,Other,Prunus americana,3-9,3,2,3
Chickasaw Plum. Watson's plum. Hally Jolivette Cherry,Other,Prunus angustifolia,5-10,3,1,3
Sand Plum,Other,Prunus angustifolia watsonii,5-9,4,1,2
Apricot,Fruit,Prunus armeniaca,3-9,4,3,4
Manchurian apricot,Other,Prunus armeniaca mandschurica,3-7,4,3,3
Wild Cherry. Sweet cherry,Other,Prunus avium,3-7,4,2,4
Western Sand Cherry,Other,Prunus besseyi,5-9,4,1,2
Briancon Apricot,Other,Prunus brigantina,4-8,4,1,
Greyleaf Cherry,Other,Prunus canescens,2-7,3,1,2
Cherry Plum. Myrobalan Plum. Newport Cherry Plum. Pissard Plum,Other,Prunus cerasifera,5-9,4,1,3
Sour Cherry,Other,Prunus cerasus,4-8,1,2,3
Morello Cherry,Other,Prunus cerasus austera,4-8,3,1,
Kentish Red Cherry,Other,Prunus cerasus caproniana,3-7,3,1,
Bush Sour Cherry,Other,Prunus cerasus frutescens,3-7,3,1,3
Maraschino Cherry,Other,Prunus cerasus marasca,4-8,3,1,
Chinese Wild Peach,Other,Prunus consociiflora,4-8,4,1,
Himalayan Bird Cherry,Other,Prunus cornuta,5-8,2,1,
Chinese Wild Peach,Other,Prunus davidiana,5-8,2,3,
Dawyck Cherry,Other,Prunus dawyckensis,6-9,3,1,
Plum. European plum,Other,Prunus domestica,6-9,5,2,3
Gages. Greengage,Other,Prunus domestica italica,6-9,5,2,2
Almond. Sweet almond,Other,Prunus dulcis,5-9,4,3,3
Bitter Cherry,Other,Prunus emarginata,5-9,2,2,
Desert Almond,Other,Prunus fasciculata,4-8,2,1,
Mongolian Cherry. European dwarf cherry,Other,Prunus fruticosa,6-9,3,1,1
Korean Cherry. Dwarf Flowering Almond,Other,Prunus glandulosa,6-9,2,1,
Sour Plum. Oklahoma plum,Other,Prunus gracilis,6-9,2,1,
Japanese Bird Cherry. Japanese Bird Cherry,Other,Prunus grayana,4-9,2,1,
Hog Plum. Hortulan plum,Other,Prunus hortulana,4-9,3,1,2
Bush Cherry,Other,Prunus humilis,4-9,3,2,1
Fuji Cherry,Other,Prunus incisa,5-9,3,1,2
Damson,Other,Prunus insititia,3-7,5,1,3
Yamazakura,Other,Prunus jamasakura,5-9,2,1,
Korean Cherry. Japanese bush cherry,Other,Prunus japonica,4-8,3,3,1
Japanese Plum,Other,Prunus japonica nakai,4-10,3,3,1
Cherry Laurel. English Laurel,Other,Prunus laurocerasus,4-10,4,3,5
Portugal Laurel,Other,Prunus lusitanica,3-7,3,1,5
Mahaleb Cherry,Other,Prunus mahaleb,5-9,3,1,
Beach Plum. Graves' plum,Other,Prunus maritima,5-9,4,1,3
Miyama Cherry. Korean cherry,Other,Prunus maximowiczii,5-9,2,1,
Mexican Plum,Other,Prunus mexicana,4-9,2,1,
Smoothpit Peach,Other,Prunus mira,4-8,2,1,
Japanese Apricot. Japanese Flowering. Apricot,Other,Prunus mume,6-9,3,3,
Wild Goose Plum,Other,Prunus munsoniana,5-9,3,1,2
Japanese Alpine Cherry,Other,Prunus nipponica,5-9,2,1,
Bird Cherry. European bird cherry,Other,Prunus padus,5-9,3,2,2
Peach. Flowering Peach. Ornamental Peach. Common Peach,Other,Prunus persica,4-8,5,3,3
Nectarine,Fruit,Prunus persica nucipersica,5-9,4,3,2
Cambridge Cherry,Other,Prunus pseudocerasus,4-9,4,1,1
Dwarf American Cherry. Sandcherry. Western sandcherry. Eastern sandcherry. Great Lakes sandcherry,Other,Prunus pumila,3-8,4,1,2
Sand cherry. Rocky Mountain cherry,Other,Prunus pumila besseyi,4-8,4,1,3
Capulin Cherry. Mexican Bird Cherry,Other,Prunus salicifolia,4-7,3,1,
Japanese Plum,Other,Prunus salicina,3-9,2,1,2
Sargent Cherry,Other,Prunus sargentii,5-9,2,1,
Rum Cherry - Wild Cherry. Black Cherry. Wild Black Cherry,Other,Prunus serotina,2-9,4,2,0
Birch Bark Cherry. Japanese flowering cherry,Other,Prunus serrula,5-9,2,1,
Yamazakura. Japanese Flowering Cherry. Oriental Cherry,Other,Prunus serrulata,2-9,2,1,
Siberian Apricot,Other,Prunus sibirica,5-9,3,2,4
Apricot Plum,Other,Prunus simonii,5-9,3,1,
Sloe - Blackthorn,Other,Prunus spinosa,3-7,3,2,4
Japanese Bird Cherry,Other,Prunus ssiori,4-8,2,1,
Pacific Plum. Klamath plum. Kellogg's Klamath plum. Oregon Klamath plum,Other,Prunus subcordata,4-8,3,1,
Rosebud Cherry. Higan Cherry. Winter-flowering cherry,Other,Prunus subhirtella,4-8,2,1,
Nanking Cherry,Other,Prunus tomentosa,4-8,3,1,2
Flowering Almond. Flowering plum,Other,Prunus triloba,6-9,2,1,
Flowering Almond,Other,Prunus triloba simplex,4-8,2,1,
Purple-Leaf Sand Cherry,Other,Prunus x cistena,4-8,2,1,
Black Apricot,Other,Prunus x dasycarpa,4-8,3,1,
Duke Cherry,Other,Prunus x gondouinii,5-9,2,1,2
Dwarf Bush cherry,Other,Prunus x jacquemontii,3-11,3,1,2
Tokyo Cherry,Other,Prunus x yedoensis,5-9,2,1,
Chinese Quince. Quince,Other,Pseudocydonia sinensis,6-9,2,1,
Golden Larch. Chinese golden-larch,Other,Pseudolarix amabilis,4-8,0,2,
Tonkin Bamboo,Other,Pseudosasa amabilis,4-8,0,0,
Metake - Bamboo,Other,Pseudosasa japonica,4-8,2,1,
Douglas Fir. Rocky Mountain Douglas-fir,Other,Pseudotsuga menziesii,3-7,2,2,
Breadroot. Large Indian breadroot,Other,Psoralea esculenta,4-8,5,1,3
Small Indian Breadroot,Other,Psoralea hypogaea,6-9,4,0,
Roundleaf Leather Root,Other,Psoralea orbicularis,6-9,1,1,
Common hoptree,Other,Ptelea baldwinii,6-9,1,0,
Hop Tree. Common hoptree. Pallid hoptree,Other,Ptelea trifoliata,6-9,2,3,
Hop Tree,Other,Ptelea trifoliata mollis,6-9,2,3,
Bracken. Western brackenfern. Decomposition brackenfern. Hairy brackenfern,Other,Pteridium aquilinum,6-9,2,2,0
Bracken,Other,Pteridium aquilinum esculentum,3-7,2,2,
Caucasian Wingnut,Nuts,Pterocarya fraxinifolia,5-9,1,1,
Japanese Wingnut,Nuts,Pterocarya rhoifolia,4-8,1,0,
Chinese wingnut,Nuts,Pterocarya stenoptera,4-8,0,2,
Epaulette Tree,Other,Pterostyrax corymbosa,4-8,1,0,
Kudzu Vine,Other,Pueraria montana lobata,4-8,4,5,4
Fleabane. Meadow false fleabane,Other,Pulicaria dysenterica,4-8,0,1,
Lungwort. Common lungwort. Jerusalem Sage. Jerusalem Cowslip,Other,Pulmonaria officinalis,3-7,2,3,
Jerusalem Sage. Bethlehem lungwort. Lungwort,Other,Pulmonaria saccharata,5-9,1,0,
Bai Tou Weng,Other,Pulsatilla chinensis,6-9,0,3,
Pasque Flower. Eastern pasqueflower. Cutleaf anemone,Other,Pulsatilla patens,4-9,0,2,
Pasque Flower,Other,Pulsatilla pratensis,5-9,0,2,
Pasque Flower. European pasqueflower,Other,Pulsatilla vulgaris,5-11,0,3,
Mountain Mint. Appalachian mountainmint,Other,Pycnanthemum flexuosum,4-8,1,2,
Cluster Mountain Mint,Other,Pycnanthemum muticum,4-8,1,0,
Mountain Mint. Whorled mountainmint,Other,Pycnanthemum pilosum,6-9,2,0,
Virginia Mountain Mint,Other,Pycnanthemum virginianum,3-7,2,2,
Narrowleaf firethorn. Pyracantha,Other,Pyracantha angustifolia,4-8,1,0,
Firethorn. Scarlet firethorn. Pyracantha. Firethorn,Other,Pyracantha coccinea,6-9,1,0,
Nepalese White Thorn. Nepalese firethorn,Other,Pyracantha crenulata,5-9,1,1,
Bog Wintergreen. Liverleaf wintergreen. Pink wintergreen,Other,Pyrola asarifolia,4-8,0,1,
Green-Flowered Wintergreen,Other,Pyrola chlorantha,5-9,0,1,
Waxflower Shinleaf,Other,Pyrola elliptica,5-9,0,2,
Wintergreen. Snowline wintergreen,Other,Pyrola minor,5-9,1,1,
Round-Leaved Wintergreen,Other,Pyrola rotundifolia,6-9,0,2,
Oil Nut. Buffalo nut,Nuts,Pyrularia pubera,6-9,1,1,
Birch-Leaved Pear,Other,Pyrus betulaefolia,4-8,2,1,
Callery Pear,Other,Pyrus calleryana,6-9,2,0,
Wild Pear. Common pear,Other,Pyrus communis,6-9,2,1,3
Pear,Fruit,Pyrus communis sativa,6-9,5,0,3
Snow Pear,Other,Pyrus nivalis,6-9,2,0,
Indian Wild Pear,Other,Pyrus pashia,5-9,3,1,
Sand Pear. Chinese pear,Other,Pyrus pyrifolia,5-9,4,1,0
Asian Pear,Other,Pyrus pyrifolia culta,5-9,4,1,
Willow-Leaved Pear,Other,Pyrus salicifolia,4-8,2,0,
Harbin Pear. Chinese pear. Ussurian Pear,Other,Pyrus ussuriensis,5-9,4,0,2
Le Conte Pear,Other,Pyrus x lecontei,5-9,3,0,
Schuette's oak,Other,Quercus x schuettei,3-7,3,0,3
Japanese Evergreen Oak,Other,Quercus acuta,4-8,2,2,
Sawthorn Oak,Other,Quercus acutissima,4-8,2,2,3
White Oak. Hybrid oak,Other,Quercus alba,4-8,3,2,4
Oriental White Oak,Other,Quercus aliena,4-8,2,2,
Swamp White Oak,Other,Quercus bicolor,4-8,4,2,3
Turkey Oak. European turkey oak,Other,Quercus cerris,4-8,3,2,
Kermes Oak,Other,Quercus coccifera,4-8,3,2,3
Scarlet Oak,Other,Quercus coccinea,6-9,2,2,
Japanese Emperor Oak. Daimyo oak,Other,Quercus dentata,4-10,2,2,
Northern Pin Oak,Other,Quercus ellipsoidalis,4-8,2,2,
Black Oak. Emory oak,Other,Quercus emoryi,6-9,3,2,
Hungarian Oak. Italian Oak. Forest Green Oak,Other,Quercus frainetto,5-9,4,2,
Shin Oak. Gambel oak. Rocky Mountain White Oak,Other,Quercus gambelii,6-9,3,2,3
Holly Oak. Evergreen Oak,Other,Quercus ilex,5-9,5,2,3
Holm Oak,Other,Quercus ilex ballota,6-9,5,2,3
Shingle Oak. Northern Laurel Oak,Other,Quercus imbricaria,6-9,2,2,
Aleppo Oak. Oak,Other,Quercus infectoria,4-8,2,2,
Valonia Oak,Other,Quercus ithaburensis macrolepis,6-9,4,2,0
Lebanon Oak,Other,Quercus libani,6-9,2,2,
Overcup Oak,Other,Quercus lyrata,6-9,3,2,
Burr Oak. Mossy Cup Oak,Other,Quercus macrocarpa,6-9,3,2,4
Blackjack Oak,Other,Quercus marilandica,5-9,2,2,
Swamp Chestnut Oak,Nuts,Quercus michauxii,5-9,2,2,3
Mongolian oak,Other,Quercus mongolica,5-9,2,2,
Yellow Chestnut Oak. Chinkapin oak,Nuts,Quercus muehlenbergii,5-9,3,2,3
Water Oak,Other,Quercus nigra,5-9,2,2,
Mexican Blue Oak,Other,Quercus oblongifolia,4-8,3,2,2
Pin Oak. Swamp Oak,Other,Quercus palustris,3-7,3,2,
Sessile Oak. Durmast oak,Other,Quercus petraea,5-9,2,3,
Willow Oak,Other,Quercus phellos,4-9,2,2,
Black ridge oak.,Other,Quercus phillyreoides,5-9,3,2,2
Dwarf Chinkapin Oak,Other,Quercus prinoides,3-9,2,2,2
Rock Chestnut Oak,Nuts,Quercus prinus,3-7,4,2,3
Downy Oak,Other,Quercus pubescens,4-8,2,2,
Sandpaper Oak. Pungent oak,Other,Quercus pungens,4-8,2,2,
Pedunculate Oak. English oak,Other,Quercus robur,5-9,4,3,5
Red Oak. Northern red oak,Other,Quercus rubra,4-8,3,2,3
Bao li,Other,Quercus serrata,5-7,2,2,
Shumard Oak. Schneck oak,Other,Quercus shumardii,5-9,2,2,
Post Oak,Other,Quercus stellata,6-9,3,2,
Wavyleaf Oak,Other,Quercus undulata,6-9,2,2,
Chinese Cork Oak,Other,Quercus variabilis,4-8,2,2,
Live Oak,Other,Quercus virginiana,5-8,3,2,
Burgambel oak,Other,Quercus x hybrid,2-8,3,2,3
Water Crowfoot. White water crowfoot,Other,Ranunculus aquatilis,3-7,1,1,
California Buttercup,Other,Ranunculus californicus,6-9,1,0,
Lesser Spearwort. Greater creeping spearwort,Other,Ranunculus flammula,5-8,0,1,
Creeping Buttercup. Prairie Double-flowered Buttercup. Water Buttercup. Creeping Buttercup,Other,Ranunculus repens,4-8,1,1,0
Radish. Cultivated radish,Other,Raphanus sativus,3-7,4,3,0
Oriental Radish,Other,Raphanus sativus niger,3-8,4,3,3
Prairie Coneflower. Upright prairie coneflower. Woolly Cinquefoil. Praire Coneflower. Mexican Hat,Other,Ratibida columnifera,6-12,1,1,
Weld. Dyer's Rocket,Other,Reseda luteola,4-8,0,1,3
Japanese knotweed.,Other,Reynoutria japonica,6-9,3,3,3
Italian Buckthorn,Other,Rhamnus alaternus,4-8,0,0,
Indian Cherry. Oak. Carolina Buckthorn,Other,Rhamnus carolinianus,5-9,2,1,
Common Buckthorn,Other,Rhamnus cathartica,6-9,0,3,0
Dahurian Buckthorn,Other,Rhamnus dahurica,4-10,1,1,
Alder Buckthorn,Other,Rhamnus frangula,6-9,0,3,3
Japanese buckthorn,Other,Rhamnus japonica,6-9,1,1,
Avignon Berry. Rock buckthorn,Fruit,Rhamnus saxatilis,4-10,0,0,
Dyer's Buckthorn,Other,Rhamnus saxatilis tinctorius,6-9,0,0,
Garden Rhubarb,Other,Rheum x hybridum,6-9,4,3,1
Himalayan Rhubarb,Other,Rheum australe,5-8,3,3,2
Sikkim Rhubarb,Other,Rheum nobile,6-9,3,2,1
Chinese Rhubarb,Other,Rheum officinale,6-9,1,3,
Turkey Rhubarb. Chinese Rhubarb - Da Huang. Chinese rhubarb,Other,Rheum palmatum,5-9,3,5,2
Da Huang,Other,Rheum palmatum tanguticum,5-9,3,5,0
Rhubarb. Garden rhubarb,Other,Rheum rhaponticum,3-7,2,3,
Rhubarb,Fruit,Rheum x cultorum,3-7,4,3,2
Deer Grass. Handsome Harry,Other,Rhexia virginica,4-8,3,1,
Yellow Rattle. Little yellow rattle. Arctic rattlebox,Other,Rhinanthus minor,6-9,0,1,
Queen's Crown. Redpod stonecrop,Other,Rhodiola rhodantha,4-10,1,0,
Alpenrose,Other,Rhododendron ferrugineum,3-9,0,1,
Rhododendron,Other,Rhododendron indicum,4-8,1,0,
Japanese azalea,Other,Rhododendron japonicum,5-9,1,1,
Honeysuckle Azalea,Other,Rhododendron luteum,4-8,0,0,
Rosebay Rhododendron. Great laurel,Other,Rhododendron maximum,6-9,0,1,
Chinese Azalea,Other,Rhododendron molle,4-8,0,1,
Pink azalea. Pinxter flower,Other,Rhododendron periclymenoides,6-9,1,0,2
