Name4,SName4,Family4,Genus4,Species4,Native4,Naturalized4,CoC4,Endemic4,Persisting4,Category4,Habitat4,GrowthHabit4,Duration4,Status_State4,Status_US4,Scientific_Name_With_Authors,Species_Author,Infraspecies,Infraspecies_Author
carpetweed,Mollugo verticillata,Molluginaceae,Mollugo,verticillata,N,Y,,N,Y,Vascular,Fields. sandy lake edges. dunes. disturbed soils. roadsides. and waste places. Open habitats most often in sandy or gravelly soils.,Forb/herb,Annual,,,Mollugo verticillata L.,L.,,
basilbalm,Monarda clinopodia,Lamiaceae,Monarda,clinopodia,Y,,7,N,Y,Vascular,,Forb/herb,Perennial,Endangered-State,,Monarda clinopodia L.,L.,,
Oswego tea. beebalm,Monarda didyma,Lamiaceae,Monarda,didyma,Y,,7,N,Y,Vascular,Forested seeps. stream banks. alluvial forests. and wet thickets.,Forb/herb,Perennial,,,Monarda didyma L.,L.,,
common wild bergamot,Monarda fistulosa var. fistulosa,Lamiaceae,Monarda,fistulosa,Y,,2,N,Y,Vascular,Thickets. successional fields. edges and openings in hardwood forests. bluffs. and roadsides. Mostly in dry to dry-mesic soils in open habitats.,Subshrub. Shrub,Perennial,,,Monarda fistulosa L. var. fistulosa,L.,var. fistulosa,
pale wild bergamot,Monarda fistulosa var. mollis,Lamiaceae,Monarda,fistulosa,Y,,2,N,Y,Vascular,,Herbaceous,Perennial,,,Monarda fistulosa L. var. mollis (L.) Benth.,L.,var. mollis,(L.) Benth.
purple wild bergamot,Monarda media,Lamiaceae,Monarda,media,U,,0,N,Y,Vascular,,Forb/herb,Perennial,,,Monarda media Willd.,Willd.,,
Indian pipe,Monotropa uniflora,Ericaceae,Monotropa,uniflora,Y,,7,N,Y,Vascular,In a wide variety of dry-mesic to mesic forests. New plants appear in mid-summer.,Forb/herb,Perennial,,,Monotropa uniflora L.,L.,,
bayberry,Morella caroliniensis,Myricaceae,Morella,caroliniensis,Y,,7,N,Y,Vascular,This species is found in a few. apparently very different. habitat types including upland maritime habitats. dunes. rich open to forested fens. and open habitats in sandy or thin acidic soils.,Shrub,Perennial,,,Morella caroliniensis (Mill.) Small,(Mill.) Small,,
white mulberry,Morus alba,Moraceae,Morus,alba,N,Y,,N,Y,Vascular,Cultivated and naturalizing. Edges of forests. edges of streams. thickets. and waste places including in urban settings.,Tree. Shrub,Perennial,,,Morus alba L.,L.,,
red mulberry,Morus rubra,Moraceae,Morus,rubra,Y,,8,N,Y,Vascular,Fairly local and populations are often small. Rich dry to dry-mesic forests often on calcareous bedrock or soils. Not weedy like M. alba.,Tree,Perennial,,,Morus rubra L.,L.,,
scratch grass,Muhlenbergia asperifolia,Poaceae,Muhlenbergia,asperifolia,N,Y,,N,Y,Vascular,,Graminoid,,,,Muhlenbergia asperifolia (Nees & Meyer ex Trin.) Parodi,(Nees & Meyer ex Trin.) Parodi,,
smooth wire-stemmed muhly,Muhlenbergia frondosa,Poaceae,Muhlenbergia,frondosa,Y,,4,N,Y,Vascular,,Graminoid,,,,Muhlenbergia frondosa (Poir.) Fernald,(Poir.) Fernald,,
hairy wire-stemmed muhly,Muhlenbergia mexicana,Poaceae,Muhlenbergia,mexicana,Y,,4,N,Y,Vascular,Disturbed sites. alluvial thickets. utility rights-of-way. edges of streams. and thin forests. This species can occur in a wide range of habitats and can occur in dry to wet soils. It primarily appears to be associated with disturbed sites of various sizes and populations are usually not very large.,Graminoid,,,,Muhlenbergia mexicana (L.) Trin.,(L.) Trin.,,
nimble Will,Muhlenbergia schreberi,Poaceae,Muhlenbergia,schreberi,Y,,0,N,Y,Vascular,Lawns. various types of fields. roadsides. trails and dirt roads through forests. and disturbed sites.,Graminoid,,,,Muhlenbergia schreberi J.F. Gmel.,J.F. Gmel.,,
woodland muhly,Muhlenbergia sylvatica,Poaceae,Muhlenbergia,sylvatica,Y,,6,N,Y,Vascular,,Graminoid,,,,Muhlenbergia sylvatica (Torr.) Torr. ex A. Gray,(Torr.) Torr. ex A. Gray,,
smaller forget-me-not,Myosotis laxa,Boraginaceae,Myosotis,laxa,Y,,3,N,Y,Vascular,Stream banks. wet thickets. seepage areas. and swamps. Our only native wetland Myosotis it has similar habitat preferences to M. scorpioides but usually is much less common and usually does not form as dense patches as that species.,Herbaceous,Biennial,,,Myosotis laxa Lehm.,Lehm.,,
water forget-me-not,Myosotis scorpioides,Boraginaceae,Myosotis,scorpioides,N,Y,,N,Y,Vascular,"Seepage areas. springs. mucky soils in swamps. stream edges. ditches. wet successional fields. marshes. rich fens. and disturbed areas. This non-native can occur in dense large patches and does particularly well in perennially saturated to slightly inundated mucky soils. In swamps with hummocks it is found on the mucky soils between the hummocks. It is also often found on the edges of marshes and streams in ""a draw down zone"" below the high water mark on exposed soils.",Forb/herb,Perennial,,,Myosotis scorpioides L.,L.,,
garden forget-me-not,Myosotis sylvatica,Boraginaceae,Myosotis,sylvatica,N,Y,,N,Y,Vascular,Roadsides. waste places. disturbed areas. and forest edges.,Forb/herb,Perennial,,,Myosotis sylvatica Ehrh. ex Hoffm.,Ehrh. ex Hoffm.,,
spring forget-me-not,Myosotis verna,Boraginaceae,Myosotis,verna,Y,,5,N,Y,Vascular,Dry thin forests. woodlands. rocky summits. rock outcrops. bluffs. and shale talus slopes in dry. thin. and disturbed soils.,Herbaceous,Biennial,,,Myosotis verna Nutt.,Nutt.,,
giant chickweed,Myosoton aquaticum,Caryophyllaceae,Myosoton,aquaticum,N,Y,,N,Y,Vascular,Banks of streams. wet thickets. wet roadsides. and disturbed areas. Can form dense patches and be widespread at particular sites although it is not everywhere in NY.,Herbaceous,Perennial,,,Myosoton aquaticum (L.) Moench,(L.) Moench,,
northern water milfoil,Myriophyllum sibiricum,Haloragaceae,Myriophyllum,sibiricum,Y,,8,N,Y,Vascular,Quiet water of lakes. ponds. and streams.,Forb/herb,,,,Myriophyllum sibiricum Kom.,Kom.,,
Eurasian water milfoil,Myriophyllum spicatum,Haloragaceae,Myriophyllum,spicatum,N,Y,,N,Y,Vascular,Ponds. lakes. streams. and rivers. Widespread and very abundant at some sites.,Forb/herb,Perennial,,,Myriophyllum spicatum L.,L.,,
whorled water milfoil,Myriophyllum verticillatum,Haloragaceae,Myriophyllum,verticillatum,Y,,6,N,Y,Vascular,,Forb/herb,Perennial,,,Myriophyllum verticillatum L.,L.,,
white rattlesnake root,Nabalus albus,Asteraceae,Nabalus,albus,Y,,7,N,Y,Vascular,Forested slopes. forest edges. edges of paths and roads in forests. thickets. and talus. Often growing and doing best in calcareous soils.,Herbaceous,Biennial,,,Nabalus albus (L.) Hook.,(L.) Hook.,,
tall rattlesnake root,Nabalus altissimus,Asteraceae,Nabalus,altissimus,Y,,6,N,Y,Vascular,Mesic forests. thickets. and edges of forests. Prenanthes altissima is a generalist in terms of soil preferences and is our most widespread and common Prenanthes throughout the state.,Forb/herb,Perennial,,,Nabalus altissimus (L.) Hook.,(L.) Hook.,,
nodding rattlesnake root,Nabalus crepidineus,Asteraceae,Nabalus,crepidineus,Y,,10,N,Y,Vascular,,Forb/herb,Perennial,Endangered-State,,Nabalus crepidineus (Michx.) DC.,(Michx.) DC.,,
three-leaved rattlesnake root,Nabalus trifoliolatus,Asteraceae,Nabalus,trifoliolatus,Y,,6,N,Y,Vascular,Forests. forests edges. and thickets. Growing into the alpine zone of New York's highest peaks.,Forb/herb,Perennial,,,Nabalus trifoliolatus Cass.,Cass.,,
common water nymph. common naiad,Najas flexilis,Hydrocharitaceae,Najas,flexilis,Y,,3,N,Y,Vascular,Quiet water of ponds. streams. fresh to slightly brackish tidal rivers. and lake edges.,Forb/herb,Annual,,,Najas flexilis (Willd.) Rostk. & W.L.E. Schmidt,(Willd.) Rostk. & W.L.E. Schmidt,,
water cress,Nasturtium officinale,Brassicaceae,Nasturtium,officinale,N,Y,,N,Y,Vascular,Springs. seepage areas. ditches. stream edges. and drainage channels. In unshaded and shaded habitats. Very common and forming dense mats in perennially wet roadside ditches. Also doing particularly well in saturated to inundated mucky soils.,Forb/herb,,,,Nasturtium officinale W.T. Aiton,W.T. Aiton,,
southern twayblade,Neottia bifolia,Orchidaceae,Neottia,bifolia,Y,,10,N,Y,Vascular,Acidic bogs in Sphagnum.,Forb/herb,Perennial,Endangered-State,,Neottia bifolia (Raf.) Baumbach,(Raf.) Baumbach,,
common catnip,Nepeta cataria,Lamiaceae,Nepeta,cataria,N,Y,,N,Y,Vascular,Gardens. thickets. pastures. fields. disturbed soils. and waste places.,Herbaceous,Perennial,,,Nepeta cataria L.,L.,,
wild tobacco,Nicotiana rustica,Solanaceae,Nicotiana,rustica,N,U,,N,Y,Vascular,,Forb/herb,Annual,,,Nicotiana rustica L.,L.,,
love-in-a-mist,Nigella damascena,Ranunculaceae,Nigella,damascena,N,N,,N,Y,Vascular,,Forb/herb,Annual,,,Nigella damascena L.,L.,,
fragrant white water lily,Nymphaea odorata ssp. odorata,Nymphaeaceae,Nymphaea,odorata,Y,,3,N,Y,Vascular,Lakes. ponds. and slow moving water of streams.,Herbaceous,Perennial,,,Nymphaea odorata Aiton ssp. odorata,Aiton,ssp. odorata,
blackgum. sourgum,Nyssa sylvatica,Nyssaceae,Nyssa,sylvatica,Y,,7,N,Y,Vascular,Swamps. wet depressions. wet woods. and borders of ponds and streams. Also in dry upland sites. Sometimes these upland sites are associated with seasonal springs or seeps. In the upland sites. populations are sometimes very small.,Tree,Perennial,,,Nyssa sylvatica Marshall,Marshall,,
whorled wood aster,Oclemena acuminata,Asteraceae,Oclemena,acuminata,Y,,7,N,Y,Vascular,Cool mesic deciduous and mixed coniferous-deciduous forests and hummocks in swamps. Occurs where the soils are medium rich and the herbaceous layer is not dense.,Forb/herb,Perennial,,,Oclemena acuminata (Michx.) Greene,(Michx.) Greene,,
northern sundrops,Oenothera fruticosa ssp. tetragona,Onagraceae,Oenothera,fruticosa,Y,,10,N,Y,Vascular,,Forb/herb,Perennial,,,Oenothera fruticosa L. ssp. tetragona (Roth) W.L. Wagner,L.,ssp. tetragona,(Roth) W.L. Wagner
biennial gaura,Oenothera gaura,Onagraceae,Oenothera,gaura,U,,0,N,Y,Vascular,Edges of streams. thickets. and roadsides in open sites. This plant generally grows only in open disturbed sites but is quite local and often populations are small.,Herbaceous,Biennial,,,Oenothera gaura W.L. Wagner & Hoch,W.L. Wagner & Hoch,,
cut-leaved evening primrose,Oenothera laciniata,Onagraceae,Oenothera,laciniata,Y,,1,N,Y,Vascular,,Herbaceous,Perennial,Endangered-State,,Oenothera laciniata Hill,Hill,,
small-flowered evening primrose,Oenothera parviflora,Onagraceae,Oenothera,parviflora,Y,,0,N,Y,Vascular,,Forb/herb,,,,Oenothera parviflora L.,L.,,
prairie sundrops,Oenothera pilosella ssp. pilosella,Onagraceae,Oenothera,pilosella,U,,2,N,Y,Vascular,Considered native further west although sometimes appears like a native in New York. Rich open calcareous wetlands.,Forb/herb,Perennial,,,Oenothera pilosella Raf. ssp. pilosella,Raf.,ssp. pilosella,
sainfoin,Onobrychis viciifolia,Fabaceae,Onobrychis,viciifolia,N,N,,N,N,Vascular,,Forb/herb,Perennial,,,Onobrychis viciifolia Scop.,Scop.,,
sensitive fern,Onoclea sensibilis,Onocleaceae,Onoclea,sensibilis,Y,,2,N,Y,Vascular,Wet forests. swamps. seepage areas. marshes. and wet fields. A somewhat weedy species that grows in a wide variety of at least seasonally wet habitats. In the northern and cooler parts of New York it is perhaps a little more restricted to rich seepage areas.,Fern,Perennial,,,Onoclea sensibilis L.,L.,,
Scotch thistle,Onopordum acanthium ssp. acanthium,Asteraceae,Onopordum,acanthium,N,Y,,N,Y,Vascular,,Forb/herb,Biennial,,,Onopordum acanthium L. ssp. acanthium,L.,ssp. acanthium,
northern adder s tongue,Ophioglossum pusillum,Ophioglossaceae,Ophioglossum,pusillum,Y,,5,N,Y,Vascular,Springy open wet habitats including wet fields. banks of streams. and wet open road banks. Not a weedy species but growing in open habitats that sometimes have experienced past disturbances.,Forb/herb,Perennial,,,Ophioglossum pusillum Raf.,Raf.,,
wild marjoram,Origanum vulgare,Lamiaceae,Origanum,vulgare,N,Y,,N,Y,Vascular,,Forb/herb,Perennial,,,Origanum vulgare L.,L.,,
nodding star-of-Bethlehem,Ornithogalum nutans,Asparagaceae,Ornithogalum,nutans,N,Y,,N,Y,Vascular,,Forb/herb,Perennial,,,Ornithogalum nutans L.,L.,,
common star-of-Bethlehem,Ornithogalum umbellatum,Asparagaceae,Ornithogalum,umbellatum,N,Y,,N,Y,Vascular,Widely cultivated and naturalized; persisting at old home sites.,Forb/herb,Perennial,,,Ornithogalum umbellatum L.,L.,,
one-sided wintergreen,Orthilia secunda,Ericaceae,Orthilia,secunda,Y,,7,N,Y,Vascular,Dry to mesic or occasionally wetter acidic northern forests often with Pinus strobus and thin soils.,Subshrub. Shrub,Perennial,,,Orthilia secunda (L.) House,(L.) House,,
spreading white grass,Oryzopsis asperifolia,Poaceae,Oryzopsis,asperifolia,Y,,7,N,Y,Vascular,Dry-mesic and stable high-terrace floodplain forests. A species of shaded habitats with well drained acidic to basic soils.,Graminoid,Perennial,,,Oryzopsis asperifolia Michx.,Michx.,,
bland sweet cicely,Osmorhiza claytonii,Apiaceae,Osmorhiza,claytonii,Y,,7,N,Y,Vascular,Rich mesic forests sometimes in thickets.  This species is more common that O. longistylis in New York and is not as much of a calciphile.,Herbaceous,Perennial,,,Osmorhiza claytonii (Michx.) C.B. Clarke,(Michx.) C.B. Clarke,,
aniseroot. long-styled sweet cicely,Osmorhiza longistylis,Apiaceae,Osmorhiza,longistylis,Y,,7,N,Y,Vascular,Rich forests. bottomlands. trail edges. and occasionally shaded not highly disturbed roadsides. .  This species often occurs in deep or calcareous soils but it can also be found in more acidic sites.,Herbaceous,Perennial,,,Osmorhiza longistylis (Torr.) DC.,(Torr.) DC.,,
interrupted fern,Osmunda claytoniana,Osmundaceae,Osmunda,claytoniana,Y,,4,N,Y,Vascular,Swamps. wet and wet-mesic forests. edges of streams. and wet roadsides. Often in true wetlands but sometimes growing in more upland soils. It can be a little weedy. Sometimes with O. cinnamomea but also growing in drier and more disturbed habitats than the latter.,Forb/herb,Perennial,,,Osmunda claytoniana L.,L.,,
royal fern,Osmunda regalis var. spectabilis,Osmundaceae,Osmunda,regalis,Y,,6,N,Y,Vascular,Swamps and stream edges it sometimes grows in inundated soils.,Forb/herb,Perennial,,,Osmunda regalis L. var. spectabilis (Willd.) A. Gray,L.,var. spectabilis,(Willd.) A. Gray
cinnamon fern,Osmundastrum cinnamomeum var. cinnamomeum,Osmundaceae,Osmundastrum,cinnamomeum,Y,,6,N,Y,Vascular,A variety of swamp types and wet woods. Mostly restricted to true swamps and sometimes forming very dense extensive patches.,Forb/herb,Perennial,,,Osmundastrum cinnamomeum (L.) C. Presl var. cinnamomeum,(L.) C. Presl,var. cinnamomeum,
hop hornbeam. ironwood,Ostrya virginiana,Betulaceae,Ostrya,virginiana,Y,,7,N,Y,Vascular,An understory small tree it occurs in a variety of forested environments. woodlands. and rocky openings. It does best in thin forests and woodlands in rich dryish thin rocky soils and over calcareous bedrock. In these habitats it can become a dominant understory tree.,Tree,Perennial,,,Ostrya virginiana (Mill.) K. Koch,(Mill.) K. Koch,,
creeping yellow wood sorrel,Oxalis corniculata,Oxalidaceae,Oxalis,corniculata,N,Y,,N,Y,Vascular,,Herbaceous,Annual,,,Oxalis corniculata L.,L.,,
northern wood sorrel,Oxalis montana,Oxalidaceae,Oxalis,montana,Y,,7,N,Y,Vascular,Cool northern forests and hummocks in swamps. It is a very common and often dominant herb in northern forests.,Forb/herb,Perennial,,,Oxalis montana Raf.,Raf.,,
common yellow wood sorrel,Oxalis stricta,Oxalidaceae,Oxalis,stricta,Y,,0,N,Y,Vascular,Cultivated ground. fields. pastures. disturbed soils in forests. stream banks. gravel and sand bars in streams. roadsides. and disturbed soils. A weedy species of disturbed soils in open habitats.,Forb/herb,Perennial,,,Oxalis stricta L.,L.,,
oak-leaved goosefoot,Oxybasis glauca ssp. glauca,Amaranthaceae,Oxybasis,glauca,N,Y,,N,Y,Vascular,Roadsides. waste places. and cobble bars in streams. Does particularly well in areas influenced by salt including road salt storage facilities.,Forb/herb,Annual,,,Oxybasis glauca (L.) S. Fuentes. Uotila & Borsch ssp. glauca,(L.) S. Fuentes. Uotila & Borsch,ssp. glauca,
urban goosefoot,Oxybasis urbica,Amaranthaceae,Oxybasis,urbica,N,U,,N,Y,Vascular,,Forb/herb,Annual,,,Oxybasis urbica (L.) S. Fuentes. Uotila & Borsch,(L.) S. Fuentes. Uotila & Borsch,,
golden ragwort,Packera aurea,Asteraceae,Packera,aurea,Y,,7,N,Y,Vascular,Rich fens. swamps. seepages in forests and openings. Mostly a calciphile. Packera aurea does particularly well in mucky seepage areas.,Forb/herb,Perennial,,,Packera aurea (L.) a. Love & D. Love,(L.) a. Love & D. Love,,
round-leaved ragwort,Packera obovata,Asteraceae,Packera,obovata,Y,,8,N,Y,Vascular,Dry-mesic to dry forests and woodlands; and road banks when the herbaceous vegetation is not too tall or thick. Prefers circumneutral to basic soils. Packera obovata forms small to medium sized clonal patches via stolons and rhizomes.,Herbaceous,Perennial,,,Packera obovata (Muhl. ex Willd.) W.A. Weber & a. Love,(Muhl. ex Willd.) W.A. Weber & a. Love,,
American ginseng,Panax quinquefolius,Araliaceae,Panax,quinquefolius,Y,,9,N,Y,Vascular,Rich mesic forests on or at base of slopes.  Populations often small although populations have apparently been depleted from widespread collecting at least formally.,Forb/herb,Perennial,,,Panax quinquefolius L.,L.,,
dwarf ginseng,Panax trifolius,Araliaceae,Panax,trifolius,Y,,8,N,Y,Vascular,Mesic forests and banks of small streams.  In rich to somewhat poorer soils.,Forb/herb,Perennial,,,Panax trifolius L.,L.,,
common witch grass,Panicum capillare ssp. capillare,Poaceae,Panicum,capillare,Y,,0,N,Y,Vascular,Roadsides. disturbed soils. waste places. cultivated ground. and exposed gravel bars in streams.,Graminoid,Annual,,,Panicum capillare L. ssp. capillare,L.,ssp. capillare,
smooth panic grass,Panicum dichotomiflorum ssp. dichotomiflorum,Poaceae,Panicum,dichotomiflorum,Y,,1,N,Y,Vascular,Roadsides. disturbed soils. waste places. successional fields. cultivated ground. and exposed gravel bars in streams.,Graminoid,Annual,,,Panicum dichotomiflorum Michx. ssp. dichotomiflorum,Michx.,ssp. dichotomiflorum,
proso millet. broom corn millet,Panicum miliaceum ssp. miliaceum,Poaceae,Panicum,miliaceum,N,N,,N,Y,Vascular,,Graminoid,Annual,,,Panicum miliaceum L. ssp. miliaceum,L.,ssp. miliaceum,
Gattinger s witch grass,Panicum philadelphicum ssp. gattingeri,Poaceae,Panicum,philadelphicum,Y,,5,N,Y,Vascular,,Graminoid,Annual,,,Panicum philadelphicum Bernh. ex Trin. ssp. gattingeri (Nash) Freckmann & Lelong,Bernh. ex Trin.,ssp. gattingeri,(Nash) Freckmann & Lelong
